Code,Description
13453,Suturing of pelvis using laser
12855,Excision of chest using laser
91229,Physical exam - follow-up visit
90823,Consultation - routine check
13103,Repair of heart using laparoscope
15554,Drainage of neck using scalpel
14412,Drainage of eye using laser
11897,Reconstruction of kidney using stent
16281,Repair of lungs using laparoscope
70455,MRI scan of brain with contrast
71103,CT scan of abdomen with contrast
14545,Drainage of chest using laser
81010,DNA screening evaluation
14837,Drainage of leg using scalpel
11857,Repair of arm using stent
15349,Excision of kidney using laser
12936,Excision of arm using laparoscope
15862,Suturing of lungs using laparoscope
90756,Therapy session - preventive screening
14506,Excision of knee using endoscope
16290,Biopsy of abdomen using laparoscope
90729,Therapy session - follow-up visit
80451,Tissue analysis evaluation
80973,Culture test evaluation
70152,CT scan of arm with contrast
14955,Biopsy of lungs using endoscope
12827,Reconstruction of lungs using scalpel
14373,Biopsy of arm using endoscope
13289,Drainage of knee using laparoscope
80385,DNA screening evaluation
13480,Biopsy of heart using laser
10435,Reconstruction of kidney using stent
81079,DNA screening evaluation
80409,Culture test evaluation
11934,Reconstruction of eye using laparoscope
00206,General anesthesia for neck surgery
00145,General anesthesia for eye surgery
12314,Suturing of skin using endoscope
15876,Excision of knee using laser
90719,Consultation - follow-up visit
11456,Suturing of leg using endoscope
71104,CT scan of abdomen with contrast
00220,General anesthesia for liver surgery
90283,Consultation - preventive screening
14411,Excision of brain using endoscope
14077,Repair of heart using scalpel
11060,Excision of kidney using stent
90788,Therapy session - preventive screening
15353,Suturing of ear using scalpel
12886,Drainage of spine using laparoscope
12373,Reconstruction of knee using endoscope
12034,Suturing of neck using catheter
16351,Excision of spine using endoscope
16231,Suturing of skin using stent
80850,DNA screening evaluation
10262,Repair of arm using laparoscope
70267,MRI scan of neck with contrast
12663,Reconstruction of lungs using endoscope
11373,Biopsy of eye using laparoscope
70562,Ultrasound of chest with contrast
80104,Culture test evaluation
15077,Drainage of kidney using laparoscope
11627,Excision of chest using stent
15335,Repair of arm using catheter
11690,Drainage of brain using stent
11453,Suturing of liver using catheter
80862,Tissue analysis evaluation
13696,Repair of knee using endoscope
11387,Reconstruction of brain using endoscope
80841,Tissue analysis evaluation
80116,Tissue analysis evaluation
15836,Suturing of skin using endoscope
14049,Biopsy of leg using laser
16008,Repair of abdomen using stent
11854,Drainage of leg using catheter
12523,Drainage of liver using catheter
12567,Excision of pelvis using scalpel
80516,DNA screening evaluation
13182,Biopsy of neck using scalpel
90923,Consultation - routine check
80560,Culture test evaluation
70533,MRI scan of chest with contrast
00240,General anesthesia for ear surgery
00264,Sedation for abdomen surgery
11859,Biopsy of ear using endoscope
11391,Repair of neck using scalpel
14547,Suturing of arm using stent
70648,Ultrasound of spine with contrast
10866,Repair of chest using laparoscope
15239,Excision of knee using laser
81069,DNA screening evaluation
80207,Blood test evaluation
15294,Drainage of kidney using endoscope
10362,Repair of kidney using stent
81017,Tissue analysis evaluation
15992,Biopsy of arm using catheter
10144,Drainage of liver using laser
13428,Drainage of leg using endoscope
90772,Consultation - preventive screening
14564,Reconstruction of chest using laser
12529,Reconstruction of eye using scalpel
80059,Blood test evaluation
80265,DNA screening evaluation
13709,Drainage of abdomen using laser
14479,Biopsy of ear using endoscope
14807,Repair of chest using stent
71090,MRI scan of arm with contrast
91144,Consultation - preventive screening
80298,Tissue analysis evaluation
14172,Repair of ear using stent
00148,General anesthesia for eye surgery
90536,Vaccination - routine check
14926,Excision of eye using scalpel
70745,Fluoroscopy of eye with contrast
90421,Consultation - preventive screening
00295,Local anesthesia for skin surgery
81055,Blood test evaluation
80257,Blood test evaluation
12755,Biopsy of neck using laser
14644,Drainage of neck using scalpel
14619,Biopsy of neck using scalpel
90669,Therapy session - routine check
90615,Physical exam - follow-up visit
13233,Biopsy of heart using endoscope
14015,Biopsy of liver using scalpel
13326,Drainage of neck using laser
11249,Repair of brain using endoscope
13700,Reconstruction of knee using stent
12834,Suturing of spine using laser
15987,Excision of kidney using laparoscope
15159,Drainage of abdomen using laparoscope
12694,Repair of pelvis using scalpel
16424,Suturing of chest using scalpel
16563,Suturing of leg using laparoscope
14069,Biopsy of kidney using scalpel
80423,Culture test evaluation
11386,Excision of leg using scalpel
80781,Blood test evaluation
80649,Tissue analysis evaluation
16579,Drainage of ear using endoscope
91005,Vaccination - preventive screening
10479,Drainage of liver using laser
12787,Excision of pelvis using endoscope
12739,Reconstruction of spine using endoscope
11493,Reconstruction of arm using laparoscope
14426,Biopsy of lungs using stent
16611,Reconstruction of abdomen using laparoscope
71112,X-ray of abdomen with contrast
80765,DNA screening evaluation
70300,Ultrasound of ear with contrast
10325,Biopsy of knee using catheter
14189,Drainage of lungs using laparoscope
16221,Excision of lungs using catheter
10373,Suturing of spine using stent
80494,Blood test evaluation
11989,Suturing of skin using endoscope
91090,Consultation - routine check
16438,Repair of ear using laparoscope
90812,Consultation - routine check
13136,Biopsy of eye using laser
80474,DNA screening evaluation
10398,Suturing of eye using laser
00225,Sedation for liver surgery
11103,Excision of kidney using laparoscope
80595,Tissue analysis evaluation
12357,Drainage of pelvis using scalpel
16053,Excision of pelvis using stent
70391,Fluoroscopy of lungs with contrast
12241,Suturing of ear using catheter
15222,Reconstruction of leg using laparoscope
14445,Repair of liver using catheter
80799,Culture test evaluation
12898,Drainage of knee using laser
70737,CT scan of heart with contrast
11156,Repair of eye using laser
11399,Drainage of eye using laparoscope
11852,Drainage of eye using laser
12350,Suturing of eye using scalpel
16404,Reconstruction of heart using laser
13617,Drainage of leg using laparoscope
10186,Excision of eye using catheter
00188,Local anesthesia for neck surgery
10073,Reconstruction of eye using stent
13560,Drainage of ear using scalpel
15823,Excision of liver using laser
11002,Biopsy of heart using catheter
15507,Drainage of leg using endoscope
70333,Ultrasound of ear with contrast
10581,Drainage of neck using endoscope
13850,Excision of arm using laser
16256,Biopsy of chest using endoscope
15569,Repair of eye using laser
14971,Repair of kidney using laser
11592,Reconstruction of leg using stent
13861,Repair of liver using laparoscope
15761,Excision of kidney using laser
13569,Biopsy of ear using scalpel
90829,Physical exam - follow-up visit
14913,Reconstruction of pelvis using catheter
13697,Suturing of eye using laser
80051,Blood test evaluation
13686,Reconstruction of abdomen using laser
12006,Suturing of spine using stent
15228,Drainage of brain using stent
12430,Reconstruction of knee using laparoscope
91086,Physical exam - preventive screening
11958,Drainage of pelvis using laser
10330,Biopsy of lungs using stent
00180,General anesthesia for neck surgery
15093,Repair of lungs using laparoscope
10404,Suturing of chest using laser
11048,Repair of knee using endoscope
16044,Excision of kidney using catheter
90563,Consultation - preventive screening
11378,Reconstruction of heart using catheter
15200,Repair of skin using stent
80139,Tissue analysis evaluation
70082,CT scan of leg with contrast
13041,Excision of leg using laparoscope
80289,Blood test evaluation
12503,Suturing of knee using laser
16182,Biopsy of chest using scalpel
11824,Suturing of spine using endoscope
10648,Biopsy of pelvis using laparoscope
14826,Reconstruction of arm using stent
15564,Biopsy of pelvis using stent
70899,Fluoroscopy of leg with contrast
13728,Excision of lungs using catheter
13581,Repair of knee using scalpel
14469,Drainage of pelvis using scalpel
80819,Tissue analysis evaluation
12710,Excision of neck using endoscope
13763,Drainage of pelvis using catheter
80099,Blood test evaluation
80998,Blood test evaluation
15659,Suturing of kidney using laparoscope
11558,Repair of arm using endoscope
90625,Physical exam - follow-up visit
15746,Suturing of skin using scalpel
80888,Blood test evaluation
10422,Reconstruction of brain using scalpel
90902,Physical exam - preventive screening
13220,Biopsy of ear using stent
15067,Biopsy of ear using laser
10020,Drainage of lungs using laser
90546,Consultation - follow-up visit
12911,Reconstruction of neck using catheter
15603,Suturing of skin using catheter
14413,Suturing of kidney using scalpel
80589,Blood test evaluation
15628,Excision of neck using endoscope
70893,Ultrasound of abdomen with contrast
15402,Reconstruction of pelvis using stent
10993,Biopsy of leg using scalpel
13801,Suturing of abdomen using laparoscope
70094,MRI scan of abdomen with contrast
13634,Biopsy of knee using endoscope
70473,CT scan of knee with contrast
15037,Excision of liver using catheter
15725,Reconstruction of kidney using stent
15069,Excision of skin using catheter
15954,Suturing of liver using endoscope
70982,MRI scan of lungs with contrast
00139,General anesthesia for pelvis surgery
90736,Vaccination - follow-up visit
70059,CT scan of pelvis with contrast
11123,Reconstruction of eye using stent
00185,Local anesthesia for skin surgery
10279,Suturing of kidney using endoscope
80173,DNA screening evaluation
91002,Consultation - follow-up visit
71015,MRI scan of liver with contrast
10568,Reconstruction of chest using laparoscope
15219,Biopsy of knee using laparoscope
90684,Vaccination - preventive screening
11908,Excision of kidney using laser
70095,MRI scan of lungs with contrast
16488,Suturing of leg using laser
12638,Biopsy of pelvis using stent
80843,Culture test evaluation
70518,Fluoroscopy of abdomen with contrast
15623,Reconstruction of spine using scalpel
13926,Suturing of ear using catheter
10734,Repair of abdomen using laser
16484,Suturing of chest using scalpel
16296,Drainage of heart using scalpel
80165,Blood test evaluation
10405,Excision of abdomen using catheter
15846,Biopsy of liver using endoscope
70099,X-ray of ear with contrast
13218,Repair of lungs using laparoscope
10359,Excision of neck using stent
12793,Reconstruction of chest using scalpel
15829,Excision of leg using scalpel
10177,Suturing of pelvis using endoscope
11502,Drainage of pelvis using laser
70535,X-ray of chest with contrast
15250,Repair of heart using laparoscope
16311,Drainage of kidney using scalpel
15259,Biopsy of knee using laser
10823,Repair of abdomen using catheter
10905,Suturing of neck using catheter
90448,Vaccination - preventive screening
11505,Biopsy of chest using stent
